date,retweet_num_AAPL,retweet_num_AMZN,retweet_num_GOOG,retweet_num_GOOGL,retweet_num_MSFT,retweet_num_TSLA,lag_close_value_AAPL,lag_close_value_AMZN,lag_close_value_GOOG,lag_close_value_GOOGL,lag_close_value_MSFT,lag_close_value_TSLA
2019-02-11,240,247,37,69,125,1260,-0.01903053709796175,0.006944556873557265,-0.00017816104537173494,-0.0009395833070261846,-0.01666140767724981,0.05150539990607087
2019-02-12,316,343,49,88,180,883,0.02835161649288169,0.11743295634026264,0.09392650312006373,0.09200688844948696,0.06505882997783236,-0.007535591179439185
2019-02-13,405,183,80,217,127,1031,-0.013787429938318973,0.004971103661287466,-0.004311497297999226,0.0037944710476032167,-0.003173601462333217,-0.026630632905979862
2019-02-14,237,1502,68,61,156,1119,0.012039727551771934,-0.0433410294087119,0.005380463570231257,0.002059855711555445,0.0035703016451250806,-0.03219087494129471
2019-02-15,374,236,81,72,229,552,-0.00737918785431224,-0.03672121800046515,-0.028577031677652208,-0.03458389326243453,0.052364424128498926,0.030069203638345605
2019-02-16,151,248,62,33,20,548,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-17,74,232,10,32,35,620,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-18,85,119,13,49,46,647,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-19,201,206,90,48,204,1019,0.009903646857103023,0.04903656526184519,0.017495414655519764,0.024862819816671582,-0.0019835009139581904,-0.016388081788295428
2019-02-20,364,680,28,112,380,1982,0.021360806946691874,-0.013689270383846874,-0.01696093151940456,-0.021393589144578503,-0.04046341864474922,-0.022533612458906005
2019-02-21,458,278,89,90,249,1345,-0.018836347943901093,-0.006644791828655214,-0.05996900787218026,-0.0591937483425995,0.08965424131091493,-0.08289150297383312
2019-02-22,200,225,33,25,136,1137,0.03709012842561965,0.03027626953507702,0.0477471601596679,0.044630207083705964,0.061885228515499144,0.02546005563538715
2019-02-23,83,127,24,40,22,648,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-24,174,142,9,109,111,587,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-25,267,223,23,50,194,289,0.024467833411665186,0.003597180538821201,-0.0034563242802140882,0.0027826121015751444,0.02459541133308314,0.02970339824128536
2019-02-26,165,60,48,66,180,2351,0.0019418915406088037,0.008493342938883297,0.020417255799619456,0.01691249952645735,0.030545914074957707,-0.006657658226494757
2019-02-27,223,202,57,85,144,1302,0.010486214319285002,0.011715817171576508,0.003278163234842353,0.0031801281160863492,-0.0075373034730414614,0.12349590204751143
2019-02-28,268,187,64,66,121,1303,-0.03340053449846381,-0.0031475329714684085,0.013789664911785246,0.013226441937356967,-0.005553802559083271,0.03760479481778479
2019-03-01,98,394,27,79,136,5380,0.03534242603907206,0.0796875411030502,0.07507706451971716,0.07939478944364603,0.01983500913958303,-0.18356114824479028
2019-03-02,132,216,24,102,30,1665,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-03,49,77,19,24,32,1170,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-04,352,427,122,97,156,2555,0.0170886455573535,0.06105214747832431,0.024265534379652173,0.01770753155547894,-0.010710904935374679,-0.06899089788554703
2019-03-05,194,308,83,150,114,2203,-0.006214052929946626,-0.009342677232771398,0.05070463351284194,0.05698934135304028,-0.022215210236333084,-0.06452807204141293
2019-03-06,273,386,47,63,160,1743,-0.01961310456014428,-0.05865402711911018,-0.014858631184016466,-0.015358573287915123,0.0019835009139581904,-0.002194832382361069
2019-03-07,330,325,90,56,227,2003,-0.03922620912028912,-0.10741580775646234,-0.0518804964122962,-0.05091818767687678,-0.05395122485966582,0.002560637779420901
2019-03-08,249,199,65,86,191,1610,0.007961755316494219,-0.012864916510367228,-0.0034919564892892455,-0.0031801281160855274,0.004760402193500108,0.055236614956084895
2019-03-09,143,105,31,68,35,1716,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-10,93,107,10,38,18,1179,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-11,436,28,46,180,161,1428,0.11631930328244107,0.12445245447504528,0.1191541071447249,0.10584767331836079,0.092034442407665,0.0496032118413585
2019-03-12,458,177,59,125,104,465,0.039032019966227904,0.006195144261302989,0.06214257262571786,0.06501193728225722,0.03133931444054144,-0.05530977603549686
2019-03-13,336,210,18,100,161,2129,0.015535132324867118,0.04424032454341749,0.00042758650889216385,0.006540945329676596,0.03490961608566595,0.04097020447073815
2019-03-14,302,226,82,92,154,1700,0.03922620912028856,-0.011466012967491938,-0.027686226450792724,-0.023597996134137725,0.0035703016451250806,0.007316107941203286
2019-03-15,487,290,83,77,189,2978,0.046411207820540146,0.06529881894776539,-0.003883910789107062,-0.008058733748717883,0.052364424128498926,-0.10630304838568355
2019-03-16,466,284,51,67,27,1177,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-17,119,37,4,26,16,1187,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-18,340,300,40,70,118,1198,0.03689593927155899,0.07441667239686124,-0.00071264418148775,-0.006324118412670932,0.06585223034341553,-0.043457681170747504
2019-03-19,216,398,101,113,101,2242,-0.028934183955064773,0.04921142820470439,0.05198739303951924,0.05026770692585897,0.003173601462333781,-0.014778538041230504
2019-03-20,223,231,93,354,166,2097,0.03165283211191622,0.08848064908683498,0.08950810919484146,0.08662235334384139,-0.005157102376291971,0.04484774167957611
2019-03-21,670,324,35,273,186,1793,0.13457308376415963,0.054931944478246696,0.026973582269304974,0.03505368491594762,0.10710904935374847,0.003072765335305081
2019-03-22,388,203,30,159,91,1314,-0.07845241824057768,-0.13611831080580544,-0.09278627242968382,-0.10292050993878187,-0.12575395794495647,-0.06942986436201926
2019-03-23,159,137,40,71,40,1041,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-24,262,159,5,107,119,794,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-25,460,224,50,58,80,1604,-0.04485769458805321,0.023706418967647178,-0.044540261342974244,-0.037113540627503064,0.024198711150291274,-0.03006920363834519
2019-03-26,782,78,83,76,86,1939,-0.03786688504186339,0.023731399388055633,-0.02985979120433032,-0.027247915903737166,0.009917504569791515,0.053773393367843904
2019-03-27,384,136,59,172,107,2113,0.032623777882220616,-0.04511463925771405,-0.041333362526279775,-0.04275104046965524,-0.04522382083824933,0.05165172206489522
2019-03-28,301,214,31,92,89,2271,0.004854728851520905,0.01928488455534633,-0.01614139071069377,-0.02074310839356069,0.006347202924666998,0.027728049097160604
2019-03-29,208,154,42,49,78,1066,0.023885265949482655,0.018310648159415376,0.017174724773850642,0.01669567260945169,0.04006671846195736,0.009071973847092142
2019-03-30,117,245,38,213,36,305,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-31,219,79,15,59,37,989,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-01,259,227,46,91,94,1269,0.02505040087384827,0.08353452584595597,0.0752552255650897,0.07982844327765737,0.04284361974149928,0.06818612601201458
2019-04-02,231,259,62,74,73,1108,0.05398458482891249,-0.0005245888285781628,0.021593118699073717,0.023706409592640556,0.006743903107458297,-0.024143156205970927
2019-04-03,289,138,42,65,54,1770,0.02582715749009091,0.016786842514498367,0.01934828952738824,0.019044630877014686,0.030942614257749572,0.04338452009133554
2019-04-04,265,248,36,37,136,3193,0.006602431238068498,-0.004596397355160612,0.03235404583953623,0.03122307604884428,-0.024198711150291274,-0.1758060738271152
2019-04-05,215,156,31,35,54,2376,0.025438779181969587,0.04601393439241963,-0.0279712841233875,-0.028910255600781407,0.021025109687958055,0.05252965501783964
2019-04-06,72,77,29,73,16,1924,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-07,102,91,32,33,50,1032,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-08,366,238,23,42,39,1830,0.060198637758859114,0.031425368873867175,-0.011794261203620196,-0.011455688781809895,0.0015868007311668905,-0.012876349976517718
2019-04-09,405,227,81,41,68,1493,-0.011651349243650062,-0.03502254941268838,-0.023481625780015728,-0.020201041101045713,-0.025785511881458164,-0.006511336067670825
2019-04-10,264,141,41,79,72,1134,0.021749185254813744,0.0287025030493431,0.017495414655520573,0.013587820132367229,0.036099716634040976,0.027435404779512323
2019-04-11,275,360,40,52,83,1702,-0.03242958872815996,-0.008143617053164331,0.00876552343229665,0.011347275323306242,0.005553802559083271,-0.055895064670793006
2019-04-12,243,214,67,32,43,1892,-0.0015535132324863807,-0.0025230224612564182,0.047212677023552696,0.04748509482428382,0.02459541133308314,-0.005267597717666566
2019-04-13,74,128,13,36,128,993,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-14,41,34,9,15,28,1407,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-15,261,190,49,69,54,1265,0.006990809546189817,0.0045214560939346735,0.011509203531024609,0.013732371410371003,0.003967001827916381,-0.009657262482388287
2019-04-16,68,150,50,48,43,1291,0.0003883783081218711,0.04538942388220764,0.02148622207185149,0.019442146891525888,-0.011107605118166542,0.05106643342959907
2019-04-17,535,187,37,61,116,496,0.07534539177560437,0.004446514832709303,0.032817264557502744,0.029741425449303936,0.03967001827916606,-0.015583309914762967
2019-04-18,182,117,37,35,79,1253,0.014175808246441397,-0.007818871587853824,0.00010689662722304096,0.004806329993629646,0.06347202924666603,0.014851699120642471
2019-04-19,102,90,7,40,121,595,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-20,104,211,36,73,212,1083,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-21,42,74,6,10,23,1924,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-22,228,152,25,89,125,3068,0.013010673322075783,0.0639998370865245,0.044433364715751204,0.0444133801667003,0.015471307128874786,-0.07689229446204647
2019-04-23,222,259,116,99,103,2881,0.05728580044794646,0.09107861280931677,0.055978200455850155,0.06081995022014362,0.06664563070899869,0.008413524132383613
2019-04-24,434,287,36,140,961,2371,-0.006214052929946626,-0.055006885739472065,-0.03046553875859422,-0.03808926175402937,-0.01705810786004111,-0.03833640561190487
2019-04-25,386,22,32,133,1749,5864,-0.03650756096343712,0.0012490210204239808,0.026545995760412812,0.026344470416211924,0.16423387567574751,-0.08069667059147247
2019-04-26,203,152,88,60,106,2786,-0.01903053709796175,0.12085527393622464,0.031106918521933275,0.03642692205698513,0.029355813526582116,-0.09137818818562911
2019-04-27,498,167,16,351,36,1083,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-28,123,103,11,93,19,730,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-29,310,230,198,593,227,2051,0.006019863775885967,-0.03047611289834524,0.05487360197454378,0.06786682502283425,-0.00476040219349898,0.04631096326781689
2019-04-30,1331,665,447,955,80,614,-0.07651052669996998,-0.029751680706499424,-0.35311519192709945,-0.35140415682749804,0.032926115171707196,-0.020338780076545143
2019-05-01,1663,213,141,108,246,3245,0.19127631674992412,-0.03747063061271942,-0.07268970651173429,-0.09265736920050477,-0.10790244971933163,-0.03423938516483143
2019-05-02,582,170,62,123,151,2721,-0.02660391410633465,-0.0267290498370733,-0.019490818363685627,-0.024609855080164975,-0.06624893052620738,0.07381952912674118
2019-05-03,312,540,26,73,73,2807,0.050489180055817304,0.15397931139786858,0.08120580448051132,0.08326153613025032,0.10671234917095718,0.07996505979735197
2019-05-04,168,582,23,112,55,1068,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-05,94,93,17,41,12,622,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-06,233,214,35,84,120,904,-0.06349985337789364,-0.029751680706499424,0.014217251420677412,0.014129887424882208,-0.029752513709374543,0.0022679934617730354
2019-05-07,207,285,24,99,98,980,-0.10913430458218949,-0.07381714230705715,-0.054481647674726776,-0.05276121647142656,-0.10433214807420713,-0.060577373753163216
2019-05-08,264,162,25,106,62,1146,0.0007767566162431903,-0.008068675791938961,-0.027900019705238806,-0.02919935815678896,-0.0003967001827912998,-0.016241759629471286
2019-05-09,167,158,45,126,49,804,-0.042333235585262426,-0.044714952531178735,-0.01386092932993313,-0.010154727279774272,-0.00039670018279186356,-0.0209240687118415
2019-05-10,245,192,30,125,49,1155,-0.06874296053753587,-0.02470563578398602,0.006734487515057252,-0.00119254804353197,0.06466212979504049,-0.017997625535359933
2019-05-11,235,94,65,201,97,651,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-12,59,93,7,193,11,466,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-13,338,332,20,75,62,911,-0.22254077055371846,-0.1681182293490677,-0.1148782420557992,-0.11220792955053349,-0.14995266909524774,-0.09152451034445325
2019-05-14,311,268,46,95,108,1150,0.057091611293885805,0.04356585319238802,-0.041297730317205426,-0.0423896622746458,0.054744625225249546,0.0387753720883775
2019-05-15,214,282,41,101,62,1482,0.04388674881774881,0.07751424452751274,0.15596217911855856,0.16601714278748742,0.0511743235801239,-0.002633798858833283
2019-05-16,237,274,46,85,117,1342,-0.016311888941109756,0.09097869112768237,0.0526287728028583,0.04950881271633832,0.11543975319237366,-0.02648431074715572
2019-05-17,194,150,16,82,95,2039,-0.020972428638570555,-0.09634948151550571,-0.05943452473606506,-0.05680865225553556,-0.03411621572008335,-0.12656866738281694
2019-05-18,244,58,16,25,185,993,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-19,90,58,11,40,41,656,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-20,273,82,46,254,46,155,-0.11476579004995414,-0.025055361669704984,-0.08355753027941984,-0.08716442063635554,-0.07338953381645698,-0.04148233202662254
2019-05-21,464,266,45,331,285,3087,0.06816039307535333,-0.0036221609592296576,0.0384115213821817,0.03534278747195517,0.02697561242983319,-0.0020485102235369285
2019-05-22,332,383,50,76,68,3446,-0.0741802568512393,0.005395770808231801,0.006378165424313782,0.005095432549637197,0.030545914074957707,-0.09035393307386075
2019-05-23,288,77,64,61,43,2767,-0.06058701606698099,-0.11041345820548001,-0.03794830266421438,-0.03798084829552654,-0.05910832723595723,0.020192457917721212
2019-05-24,200,169,40,71,78,2389,-0.013399051630197655,0.019484727918613984,-0.026011512624296795,-0.024320752524157423,0.00238020109674949,-0.03555628459424807
2019-05-25,104,151,36,68,46,904,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-26,109,222,1,58,30,954,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-27,117,137,13,79,32,1364,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-28,271,246,80,117,76,1790,-0.014369997400502056,0.03284925283715092,0.0024229902170580255,0.0034330928525929563,-0.003173601462333217,-0.014120088326522392
2019-05-29,252,258,31,186,47,1780,-0.01650607809517097,-0.043066244784218874,-0.06303337785257734,-0.07090240186091601,-0.04839742230058255,0.008486685211795995
2019-05-30,526,805,43,318,290,1994,0.01786540217359724,-0.007169380657233945,0.005309199152082562,0.005312259466643682,0.03133931444054144,-0.011998417023573498
2019-05-31,200,314,50,113,62,1583,-0.06272309676165046,-0.1030442341849784,-0.05102532339451107,-0.05388148887595664,-0.0813235374722903,-0.02238729030008207
2019-06-01,117,110,50,76,76,848,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-02,66,42,63,58,27,1002,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-03,330,289,526,489,118,915,-0.03437148026876766,-0.20578870332505478,-0.24016108916131745,-0.24486986493861848,-0.15233287019199782,-0.04528670815604832
2019-06-04,377,420,171,294,118,1657,0.12311592367456968,0.09210281004606406,0.059933375663105914,0.056917065714038394,0.13170446068683106,0.10703465917980404
2019-06-05,373,203,38,122,119,1836,0.05631485467764261,0.022332495845180912,-0.038589682427552625,-0.03559575220846178,0.10591894880537345,0.02187516274419789
2019-06-06,218,107,58,147,84,1961,0.052042693288304236,0.03961894676784842,0.007554028323768043,0.011274999684304354,0.07894333637554025,0.06847877032966265
2019-06-07,60,937,99,189,127,1423,0.09573525295199238,0.12407774816891842,0.07732189369140345,0.07448004599151274,0.142018665439415,-0.010608356514744682
2019-06-08,267,330,66,141,255,1234,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-09,148,299,84,104,90,775,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-10,233,378,71,149,210,1325,0.04718796443678333,0.14138917951199495,0.05109658781266057,0.05200232226190592,0.04760402193499882,0.06130898454728351
2019-06-11,261,354,92,145,152,2155,0.043304181355566275,0.0076689890654030824,-0.005914946706347271,-0.006215704954168101,-0.01983500913958303,0.030873975511877857
2019-06-12,398,165,78,161,135,4411,-0.012039727551771934,-0.020933592302306188,-0.006021843333570312,-0.007010736983189689,-0.024198711150290708,-0.05735828625903379
2019-06-13,197,278,107,159,149,1316,-0.0007767566162431903,0.037420669771902504,0.04183221345332144,0.04304014302566361,0.032926115171707196,0.03401990192659532
2019-06-14,228,191,30,78,76,1608,-0.02738067072257784,-0.0015737664857339204,-0.012186215503438012,-0.017020912984960185,0.005157102376291407,0.007389269020615252
2019-06-15,116,193,82,60,46,1821,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-16,99,210,39,87,60,1118,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-17,182,200,77,133,130,1170,0.022331752716995723,0.0408679677882724,0.02547702948818159,0.027428605001241883,0.01586800731166665,0.07396585128556532
2019-06-18,40,269,82,119,17,1541,0.08855025425174136,0.03831996490660752,0.03955175207256081,0.04101642513360829,0.09163774222487368,-0.0021216713029488946
2019-06-19,342,23,142,137,141,1903,-0.011262970935528192,0.018535471943092054,-0.004525290552446118,-0.002638060823571369,0.021025109687958055,0.012364222420633536
2019-06-20,357,95,91,79,182,1804,0.030876075495673026,0.023481595183971065,0.03238967804861139,0.031403765146349,0.049984223031748876,-0.049822695079594394
2019-06-21,236,195,43,86,107,1291,-0.013204862476136996,-0.017211509661442703,0.037271290691800976,0.04397972633268816,0.0007934003655837271,0.016388081788295428
2019-06-22,157,186,33,128,100,736,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-23,96,109,38,45,81,644,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24,187,192,72,106,190,1054,-0.0038837830812165036,0.006494909306205041,-0.02266208497130575,-0.03133148950734629,0.0321327148061246,0.01302267213534165
2019-06-25,279,308,382,160,220,1126,-0.05845093537231208,-0.08900523791541314,-0.10393915386996495,-0.10523333038684475,-0.17256457951437212,-0.028386498811868718
2019-06-26,328,173,233,128,139,534,0.08214201216773408,0.04886170231898599,-0.02333909694371834,-0.026236056957709093,0.01983500913958303,-0.0035848928911894687
2019-06-27,315,248,69,83,112,1184,-0.0011651349243650615,0.016112371163469464,-0.013504607239189661,-0.0133348553958598,0.008727404021416488,0.026118505350095682
2019-06-28,574,142,55,64,82,1218,-0.03534242603907261,-0.026604147735030448,0.017459782446446227,0.0222970346321021,-0.0075373034730414614,0.004535986923546071
2019-06-29,196,184,66,343,219,1036,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-30,198,182,125,84,143,958,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,318,209,56,117,106,1756,0.07049066292408401,0.07134408068661764,0.06071728426274236,0.062157049541680186,0.06823243144016558,0.027142760461864042
2019-07-02,419,469,231,186,284,2565,0.022914320179178254,0.03027626953507702,0.04739083806892443,0.04553365257123038,0.03570301645124968,-0.019168202805952436
2019-07-03,287,278,74,106,129,3004,0.032623777882220616,0.011715817171577075,0.03680807197383366,0.037547194461515214,0.03490961608566595,0.07572171719145397
2019-07-04,87,282,88,38,70,873,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-05,261,150,93,91,102,1022,-0.0034954047730951844,0.009767344379715734,0.03566784128345374,0.034963340367194846,-0.01586800731166665,-0.013168994294165999
2019-07-06,148,149,19,90,45,455,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-07,164,105,38,39,67,623,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-08,526,472,92,129,197,1055,-0.08175363385961165,0.023506575604378955,-0.054303486629354226,-0.0573687884578006,-0.003967001827916381,-0.020192457917721004
2019-07-09,365,393,29,97,140,983,0.023691076795421998,0.0898795526297097,0.03021611329507379,0.027103364625732568,-0.01983500913958303,-0.0020485102235369285
2019-07-10,232,425,44,110,152,1803,0.038643641658106034,0.07271800380908447,0.055764407201404076,0.060061056010623795,0.05514132540804028,0.064820716359061
2019-07-11,215,388,70,165,185,925,-0.02873999480100356,-0.040818006947456055,0.013290813984743579,0.011455688781809073,0.021818510053541785,-0.0023411545411850016
2019-07-12,151,412,83,194,205,906,0.030099318879429834,0.024805557465620416,0.0024586224261323726,0.004553365257123038,0.01983500913958303,0.047408379458997424
2019-07-13,137,209,41,76,547,1571,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-14,340,308,54,57,288,1216,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-15,146,13,134,161,141,743,0.03709012842561965,0.024955439988071156,0.019383921736461775,0.01868325268200525,0.0,0.061601628864931576
2019-07-16,82,149,129,220,24,1626,-0.013787429938319527,-0.027703286233003686,0.011544835740098956,0.010660656752788308,-0.07219943326808195,-0.008194040894147714
2019-07-17,266,159,40,163,258,1383,-0.022331752716996275,-0.044640011269953365,-0.025762087160776367,-0.02428461470465648,-0.0321327148061246,0.018143947694184284
2019-07-18,277,294,62,126,813,1390,0.04485769458805321,-0.035297334037181397,-7.126441814869398e-05,0.001806890975048838,0.0059505027418740065,-0.009657262482388495
2019-07-19,171,335,64,53,1101,1223,-0.059616070296676586,-0.033423802506545995,-0.05783107532771782,-0.05670023879703273,0.00793400365583389,0.033946740847183354
2019-07-20,72,606,30,566,245,1720,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-21,73,143,29,96,64,658,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-22,299,223,79,162,156,1410,0.08990957833016708,0.05273366748230078,0.028398870632280474,0.02768156973774849,0.07180273308529066,-0.018290269853008214
2019-07-23,429,329,111,178,148,335,0.031458642957855554,0.02213265248191269,0.029004618186545185,0.031945832438863155,0.03411621572008222,0.03284932465600282
2019-07-24,381,799,122,150,133,1929,-0.0033012156190345247,0.015787625698158957,-0.029931055622479014,-0.030066665824812433,0.05672812613920773,0.034458868403067326
2019-07-25,402,950,245,739,138,4088,-0.03204121042003753,-0.0674221546824865,-0.02027472696332207,-0.01369623359087006,-0.021025109687958055,-0.2638188523597905
