,day_date,close_value,num_tweets,log_close_value,lag_log_close_value,log_num_tweets
1,2019-01-01,1501.97,189,7.3145328587557685,0.0,5.241747015059643
2,2019-01-02,1539.13,668,7.338972600706801,0.024439741951032268,6.504288173536645
3,2019-01-03,1500.28,658,7.313407036336914,-0.025565564369887106,6.489204931325317
4,2019-01-04,1575.39,667,7.362258139654816,0.048851103317902655,6.502790045915623
5,2019-01-05,1575.39,218,7.362258139654816,0.0,5.384495062789089
6,2019-01-06,1575.39,247,7.362258139654816,0.0,5.5093883366279774
7,2019-01-07,1629.51,811,7.396034635110581,0.03377649545576489,6.698268054115413
8,2019-01-08,1656.58,694,7.412510515170846,0.01647588006026446,6.542471960506805
9,2019-01-09,1659.42,807,7.414223422706668,0.0017129075358219836,6.693323668269949
10,2019-01-10,1656.22,914,7.412293176362939,-0.0019302463437282924,6.81783057145415
11,2019-01-11,1640.56,565,7.402792925947514,-0.009500250415425349,6.336825731146441
12,2019-01-12,1640.56,212,7.402792925947514,0.0,5.356586274672012
13,2019-01-13,1640.56,160,7.402792925947514,0.0,5.075173815233827
14,2019-01-14,1617.21,454,7.388457721274582,-0.014335204672931923,6.118097198041348
15,2019-01-15,1674.56,625,7.423305723183843,0.03484800190926052,6.437751649736401
16,2019-01-16,1683.78,586,7.428796544937784,0.005490821753941333,6.373319789577012
17,2019-01-17,1693.22,100,7.434387320530705,0.005590775592921204,4.605170185988092
18,2019-01-18,1696.2,568,7.436145733927599,0.0017584133968941984,6.342121418721152
19,2019-01-19,1696.2,276,7.436145733927599,0.0,5.62040086571715
20,2019-01-20,1696.2,246,7.436145733927599,0.0,5.5053315359323625
21,2019-01-21,1696.2,200,7.436145733927599,0.0,5.298317366548036
22,2019-01-22,1632.17,557,7.397665696765748,-0.03848003716185122,6.322565239927284
23,2019-01-23,1640.02,581,7.402463715865835,0.0047980191000869254,6.364750756851911
24,2019-01-24,1654.93,477,7.411513990844152,0.009050274978316786,6.1675164908883415
25,2019-01-25,1670.57,518,7.420920164540549,0.009406173696397069,6.249975242259483
26,2019-01-26,1670.57,251,7.420920164540549,0.0,5.5254529391317835
27,2019-01-27,1670.57,247,7.420920164540549,0.0,5.5093883366279774
28,2019-01-28,1637.89,503,7.401164107090858,-0.019756057449691333,6.220590170099739
29,2019-01-29,1593.88,597,7.373926574207648,-0.02723753288320996,6.391917113392602
30,2019-01-30,1670.43,606,7.420836357297159,0.04690978308951177,6.406879986069314
31,2019-01-31,1718.73,283,7.4493409249835425,0.028504567686383098,5.645446897643238
32,2019-02-01,1626.23,1513,7.394019731518962,-0.05532119346458053,7.321849713788356
33,2019-02-02,1626.23,295,7.394019731518962,0.0,5.68697535633982
34,2019-02-03,1626.23,182,7.394019731518962,0.0,5.204006687076795
35,2019-02-04,1633.31,553,7.398363909614281,0.004344178095318618,6.315358001522335
36,2019-02-05,1658.81,546,7.41385575680836,0.015491847194079256,6.302618975744905
37,2019-02-06,1640.26,425,7.402610044838013,-0.011245711970346406,6.052089168924417
38,2019-02-07,1614.37,598,7.38670006667148,-0.01590997816653328,6.393590753950631
39,2019-02-08,1588.22,1045,7.370369171254255,-0.016330895417224767,6.951772164398911
40,2019-02-09,1588.22,71,7.370369171254255,0.0,4.2626798770413155
41,2019-02-10,1588.22,205,7.370369171254255,0.0,5.3230099791384085
42,2019-02-11,1591.0,529,7.372118028337787,0.001748857083531341,6.270988431858299
43,2019-02-12,1638.01,617,7.4012373694004845,0.029119341062697757,6.424869023905388
44,2019-02-13,1640.0,292,7.402451520818244,0.0012141514177592683,5.676753802268282
45,2019-02-14,1622.65,1165,7.391815894227973,-0.010635626590270952,7.060476365999801
46,2019-02-15,1607.95,474,7.382715354728104,-0.009100539499868887,6.161207321695077
47,2019-02-16,1607.95,250,7.382715354728104,0.0,5.521460917862246
48,2019-02-17,1607.95,212,7.382715354728104,0.0,5.356586274672012
49,2019-02-18,1607.95,209,7.382715354728104,0.0,5.342334251964811
50,2019-02-19,1627.58,555,7.394849528020579,0.012134173292475126,6.318968113746434
51,2019-02-20,1622.1,464,7.391476885056068,-0.003372642964510675,6.139884552226255
52,2019-02-21,1619.44,477,7.389835689453322,-0.00164119560274667,6.1675164908883415
53,2019-02-22,1631.56,459,7.397291891330187,0.00745620187686491,6.129050210060545
54,2019-02-23,1631.56,209,7.397291891330187,0.0,5.342334251964811
55,2019-02-24,1631.56,243,7.397291891330187,0.0,5.493061443340548
56,2019-02-25,1633.0,413,7.398174092970465,0.0008822016402785238,6.023447592961033
57,2019-02-26,1636.4,55,7.400253986055244,0.002079893084778739,4.007333185232471
58,2019-02-27,1641.09,427,7.403115934193127,0.002861948137883097,6.056784013228625
59,2019-02-28,1639.83,536,7.402347856908741,-0.0007680772843858819,6.284134161070802
60,2019-03-01,1671.73,642,7.421614297351234,0.01926644044249315,6.464588303689961
61,2019-03-02,1671.73,209,7.421614297351234,0.0,5.342334251964811
62,2019-03-03,1671.73,165,7.421614297351234,0.0,5.10594547390058
63,2019-03-04,1696.17,669,7.436128047177628,0.014513749826393862,6.505784060128229
64,2019-03-05,1692.43,557,7.433920644994641,-0.002207402182986762,6.322565239927284
65,2019-03-06,1668.95,606,7.419949965154366,-0.013970679840275224,6.406879986069314
66,2019-03-07,1625.95,659,7.393847539327452,-0.026102425826914022,6.490723534502507
67,2019-03-08,1620.8,608,7.390675133494419,-0.0031724058330331317,6.410174881966167
68,2019-03-09,1620.8,226,7.390675133494419,0.0,5.420534999272286
