,day_date,close_value,num_tweets,log_close_value,lag_log_close_value,log_num_tweets
1,2019-01-01,332.8,443,5.807541708947054,0.0,6.093569770045136
2,2019-01-02,310.12,1196,5.736959319350758,-0.07058238959629559,7.086737934510577
3,2019-01-03,300.36,1257,5.7049817552316835,-0.031977564119074486,7.136483208590247
4,2019-01-04,317.69,922,5.761076064544641,0.056094309312957336,6.826545223556594
5,2019-01-05,317.69,505,5.761076064544641,0.0,6.22455842927536
6,2019-01-06,317.69,554,5.761076064544641,0.0,6.317164686747284
7,2019-01-07,334.96,1329,5.814011121710887,0.05293505716624658,7.192182058713246
8,2019-01-08,335.35,1004,5.815174762545746,0.001163640834858981,6.911747300251674
9,2019-01-09,338.53,937,5.824612714717719,0.009437952171972519,6.842683282238422
10,2019-01-10,344.97,910,5.843457456728683,0.01884474201096431,6.813444599510896
11,2019-01-11,347.26,856,5.850073778915991,0.006616322187308121,6.752270376141742
12,2019-01-12,347.26,642,5.850073778915991,0.0,6.464588303689961
13,2019-01-13,347.26,463,5.850073778915991,0.0,6.137727054086234
14,2019-01-14,334.4,811,5.812337881210547,-0.03773589770544472,6.698268054115413
15,2019-01-15,344.43,843,5.841890876773831,0.029552995563284057,6.736966958001855
16,2019-01-16,346.05,832,5.846583273287872,0.004692396514041519,6.723832440821209
17,2019-01-17,347.31,842,5.850217752885746,0.0036344795978742184,6.7357800142423265
18,2019-01-18,302.26,2613,5.711287574141974,-0.138930178743772,7.868254265520613
19,2019-01-19,302.26,931,5.711287574141974,0.0,6.836259277277067
20,2019-01-20,302.26,708,5.711287574141974,0.0,6.56244409369372
21,2019-01-21,302.26,814,5.711287574141974,0.0,6.70196036600254
22,2019-01-22,298.92,1144,5.70017597906209,-0.011111595079884573,7.042286171939743
23,2019-01-23,287.59,1795,5.66153585472778,-0.038640124334309967,7.492760300922379
24,2019-01-24,291.51,1353,5.675074310519458,0.013538455791677784,7.210079628170788
25,2019-01-25,297.04,924,5.693866809868824,0.018792499349366665,6.828712071641684
26,2019-01-26,297.04,576,5.693866809868824,0.0,6.3561076606958915
27,2019-01-27,297.04,632,5.693866809868824,0.0,6.448889394146858
28,2019-01-28,296.38,1097,5.691642414762033,-0.0022243951067917322,7.00033446027523
29,2019-01-29,297.46,1209,5.695279762164452,0.0036373474024191665,7.097548850614793
30,2019-01-30,308.77,2956,5.732596663172162,0.0373169010077099,7.991592282068092
31,2019-01-31,307.02,314,5.726912892045055,-0.005683771127106496,5.749392985908253
32,2019-02-01,312.21,1176,5.7436760383178775,0.016763146272822382,7.069874128458572
33,2019-02-02,312.21,661,5.7436760383178775,0.0,6.493753839851686
34,2019-02-03,312.21,516,5.7436760383178775,0.0,6.246106765481563
35,2019-02-04,312.89,1175,5.745851691071772,0.0021756527538947523,7.069023426578259
36,2019-02-05,321.35,1014,5.772530871817295,0.026679180745523112,6.921658184151129
37,2019-02-06,317.22,1134,5.759595539475414,-0.012935332341881711,7.033506484287697
38,2019-02-07,307.51,1003,5.728507607043001,-0.03108793243241248,6.910750787961936
39,2019-02-08,305.8,933,5.722931293494962,-0.005576313548039558,6.838405200847344
40,2019-02-09,305.8,568,5.722931293494962,0.0,6.342121418721152
41,2019-02-10,305.8,502,5.722931293494962,0.0,6.218600119691729
42,2019-02-11,312.84,1097,5.74569187773341,0.022760584238448622,7.00033446027523
43,2019-02-12,311.81,1036,5.74239402795031,-0.0032978497831006592,6.943122422819428
44,2019-02-13,308.17,1047,5.730651578758223,-0.011742449192087001,6.953684210870537
45,2019-02-14,303.77,956,5.716270836108562,-0.014380742649660938,6.862757913051401
46,2019-02-15,307.88,741,5.729710096666117,0.013439260557555066,6.608000625296087
47,2019-02-16,307.88,445,5.729710096666117,0.0,6.09807428216624
48,2019-02-17,307.88,429,5.729710096666117,0.0,6.061456918928017
49,2019-02-18,307.88,541,5.729710096666117,0.0,6.293419278846481
50,2019-02-19,305.64,1002,5.722407938779366,-0.007302157886750926,6.90975328164481
51,2019-02-20,302.56,1642,5.712279604910147,-0.010128333869218409,7.403670290012373
52,2019-02-21,291.23,1506,5.674113332994153,-0.03816627191599409,7.317212408359839
53,2019-02-22,294.71,926,5.685991821980974,0.01187848898682109,6.8308742346461795
54,2019-02-23,294.71,459,5.685991821980974,0.0,6.129050210060545
55,2019-02-24,294.71,546,5.685991821980974,0.0,6.302618975744905
56,2019-02-25,298.77,604,5.6996740466116576,0.013682224630683137,6.403574197934815
57,2019-02-26,297.86,2356,5.696623577457721,-0.0030504691539361417,7.764720544771477
58,2019-02-27,314.74,1555,5.7517469011727185,0.05512332371499706,7.349230824613334
59,2019-02-28,319.88,2840,5.767945925463689,0.01619902429097042,7.951559331155252
60,2019-03-01,294.79,3126,5.686263238437263,-0.08168268702642578,8.047509510981422
61,2019-03-02,294.79,1056,5.686263238437263,0.0,6.962243464266207
62,2019-03-03,294.79,1216,5.686263238437263,0.0,7.103322062526113
63,2019-03-04,285.36,1988,5.653751541050636,-0.03251169738662707,7.59488438721652
64,2019-03-05,276.54,2366,5.622355475960472,-0.03139606509016435,7.768956044538332
65,2019-03-06,276.24,1632,5.621270053081737,-0.0010854228787344766,7.397561535524052
66,2019-03-07,276.59,1737,5.622536265287162,0.0012662122054249991,7.459914766241105
67,2019-03-08,284.14,1462,5.649467074443931,0.026930809156768376,7.2875606403097235
68,2019-03-09,284.14,774,5.649467074443931,0.0,6.651571873589727
69,2019-03-10,284.14,646,5.649467074443931,0.0,6.470799503782602
70,2019-03-11,290.92,1597,5.67304831528634,0.0235812408424092,7.3758821482150125
71,2019-03-12,283.36,320,5.646718174034524,-0.026330141251816208,5.768320995793772
72,2019-03-13,288.96,1374,5.666288270228621,0.019570096194096998,7.2254814727822945
73,2019-03-14,289.96,1410,5.669742982432677,0.003454712204056243,7.251344983372214
74,2019-03-15,275.43,2828,5.618333512823718,-0.051409469608958425,7.947325027016463
75,2019-03-16,275.43,906,5.618333512823718,0.0,6.80903930604298
76,2019-03-17,275.43,682,5.618333512823718,0.0,6.525029657843462
77,2019-03-18,269.49,1260,5.596531283909225,-0.021802228914493682,7.138866999945524
78,2019-03-19,267.47,1843,5.589007410514122,-0.007523873395102854,7.519149957669823
79,2019-03-20,273.6,1148,5.611667185748395,0.022659775234273205,7.045776576879511
80,2019-03-21,274.02,1391,5.613201096424962,0.0015339106765672739,7.237778191923443
81,2019-03-22,264.53,1260,5.577954666416711,-0.03524643000825112,7.138866999945524
82,2019-03-23,264.53,642,5.577954666416711,0.0,6.464588303689961
83,2019-03-24,264.53,750,5.577954666416711,0.0,6.620073206530356
84,2019-03-25,260.42,1494,5.562295712300583,-0.0156589541161285,7.309212365692763
85,2019-03-26,267.77,1415,5.590128403083495,0.02783269078291184,7.254884810077338
86,2019-03-27,274.83,1259,5.616152724695227,0.026024321611732404,7.138073034044347
87,2019-03-28,278.62,1293,5.629848846278079,0.013696121582851717,7.164720378771857
88,2019-03-29,279.86,965,5.634289478127568,0.004440631849488952,6.872128101338986
89,2019-03-30,279.86,190,5.634289478127568,0.0,5.247024072160486
90,2019-03-31,279.86,699,5.634289478127568,0.0,6.54965074223381
91,2019-04-01,289.18,1140,5.66704933159998,0.03275985347241228,7.038783541388542
92,2019-04-02,285.88,1038,5.655572142351778,-0.01147718924820218,6.945051063725834
93,2019-04-03,291.81,1414,5.676102905549459,0.02053076319768099,7.254177846456518
94,2019-04-04,267.78,3909,5.590165747869233,-0.0859371576802257,8.271036865792954
95,2019-04-05,274.96,1675,5.616625632541578,0.02645988467234517,7.423568444259167
96,2019-04-06,274.96,798,5.616625632541578,0.0,6.682108597449809
97,2019-04-07,274.96,788,5.616625632541578,0.0,6.669498089857879
98,2019-04-08,273.2,1387,5.610204127696635,-0.006421504844943193,7.234898420314831
99,2019-04-09,272.31,1028,5.606941123206646,-0.003263004489989285,6.93537044601511
100,2019-04-10,276.06,1141,5.620618233395432,0.013677110188786479,7.039660349862076
101,2019-04-11,268.42,1672,5.59255291796966,-0.028065315425772397,7.421775793644647
102,2019-04-12,267.7,1601,5.589866950526307,-0.002685967443352588,7.3783837129967145
103,2019-04-13,267.7,815,5.589866950526307,0.0,6.703188113240863
104,2019-04-14,267.7,912,5.589866950526307,0.0,6.815639990074331
105,2019-04-15,266.38,1216,5.584923860772885,-0.004943089753422392,7.103322062526113
106,2019-04-16,273.36,1173,5.610789607807036,0.025865747034151454,7.067319848653476
107,2019-04-17,271.23,612,5.602967169417385,-0.007822438389651687,6.416732282512326
108,2019-04-18,273.26,1040,5.610423722910342,0.007456553492957596,6.946975992135418
109,2019-04-19,273.26,791,5.610423722910342,0.0,6.673297967767654
110,2019-04-20,273.26,761,5.610423722910342,0.0,6.634633357861686
111,2019-04-21,273.26,988,5.610423722910342,0.0,6.895682697747868
